x,y
41.97455024719238,24.21875
37.630122661590576,24.218751072883606
33.28569507598877,24.218750715255737
28.94126605987549,24.21875035762787
24.59683847427368,24.21875
22.542977511882782,26.509307861328125
22.542977333068848,30.853736877441406
22.542977154254913,35.19816589355469
22.54297697544098,39.54259490966797
22.542976796627045,43.88702392578125
22.54297661781311,48.231441497802734
22.542976438999176,52.575870513916016
22.54297626018524,56.9202995300293
22.542975902557373,61.26472854614258
22.54297572374344,65.60915756225586
22.542975544929504,69.95358657836914
22.54297536611557,74.29800415039062
22.542975187301636,78.6424331665039
22.5429750084877,82.98686218261719
22.542974829673767,87.33129119873047
22.542974650859833,91.67572021484375
22.5429744720459,96.02014923095703
22.542974293231964,100.36457824707031
22.54297411441803,104.7090072631836
22.542973935604095,109.05343627929688
22.54297375679016,113.39786529541016
22.542973577976227,117.74229431152344
22.542973399162292,122.08672332763672
22.542973220348358,126.43115234375
22.54297286272049,130.77558135986328
22.542972683906555,135.12001037597656
22.54297250509262,139.46443939208984
22.542972326278687,143.80885696411133
22.542972147464752,148.1532859802246
22.542971968650818,152.4977149963379
22.542971789836884,156.84214401245117
22.54297161102295,161.18657302856445
22.542971432209015,165.53100204467773
22.54297125339508,169.87543106079102
22.542971074581146,174.2198600769043
22.542970895767212,178.56428909301758
22.542970716953278,182.90871810913086
22.542970538139343,187.25314712524414
22.54297035932541,191.59757614135742
22.542970180511475,195.9419937133789
22.542969822883606,200.2864227294922
22.54296964406967,204.63085174560547
22.542969465255737,208.97528076171875
22.542969286441803,213.31970977783203
22.54296910762787,217.6641387939453
22.542968928813934,222.0085678100586
22.54296875,226.35299682617188
22.542968571186066,230.69742584228516
22.54296839237213,235.04185485839844
22.542968213558197,239.38628387451172
25.773670196533203,240.5
30.118099212646484,240.5
34.462528228759766,240.5
38.80695724487305,240.5
43.15138626098633,240.5
47.49581527709961,240.5
51.84024429321289,240.5
56.18467330932617,240.5
60.52907943725586,240.5
64.87350845336914,240.5
69.21793746948242,240.5
69.34189987182617,236.27951049804688
69.34189987182617,231.9351043701172
69.34189987182617,227.5906524658203
69.34189987182617,223.24624633789062
69.34189987182617,218.90179443359375
69.34189987182617,214.55738830566406
69.34189987182617,210.21294784545898
69.34189987182617,205.8685188293457
69.34189987182617,201.52408981323242
69.34189987182617,197.17966079711914
69.34189987182617,192.83523178100586
69.34189987182617,188.49080276489258
69.34189987182617,184.1463737487793
69.34189987182617,179.80194473266602
69.21550559997559,175.46029663085938
69.02389717102051,171.12009048461914
68.83228874206543,166.7798843383789
68.64068031311035,162.43968963623047
68.44906616210938,158.09949493408203
68.2574577331543,153.75927734375
68.06584930419922,149.41908264160156
67.87423801422119,145.07888793945312
67.68262958526611,140.73870468139648
67.49101829528809,136.39847564697266
67.29940986633301,132.0583038330078
67.10779857635498,127.71807479858398
66.9161901473999,123.37789154052734
66.72457885742188,119.03767395019531
66.5329704284668,114.69749641418457
66.34135913848877,110.35727310180664
66.14975070953369,106.01708984375
65.95813941955566,101.67686653137207
65.76653099060059,97.33668899536133
65.57491970062256,92.9964656829834
65.54074478149414,89.45170974731445
67.01684951782227,93.53766250610352
68.49296569824219,97.62364959716797
69.96907043457031,101.70960235595703
71.44519233703613,105.79558944702148
72.92129135131836,109.88154220581055
74.39741325378418,113.967529296875
75.8735179901123,118.05348205566406
77.34963989257812,122.13948059082031
78.82574462890625,126.22542190551758
80.30186080932617,130.31142044067383
81.7779655456543,134.3973617553711
83.25408172607422,138.48336029052734
84.73018646240234,142.5693130493164
86.20630836486816,146.65530014038086
87.68240737915039,150.74124145507812
89.15853500366211,154.82723999023438
90.63463401794434,158.91319274902344
92.11075592041016,162.9991912841797
93.58686065673828,167.08513259887695
95.0629768371582,171.1711196899414
96.53908157348633,175.25707244873047
98.01519775390625,179.34307098388672
99.49130249023438,183.42902374267578
100.9674243927002,187.51499938964844
102.44352912902832,191.6009521484375
103.91963386535645,195.68690490722656
105.39575004577637,199.7729034423828
106.87185478210449,203.85884475708008
108.34797668457031,207.94484329223633
109.82408142089844,212.0307846069336
111.30019760131836,216.11678314208984
112.77630233764648,220.2027359008789
114.2524185180664,224.28871154785156
115.72852325439453,228.37466430664062
117.20463943481445,232.46066284179688
118.68074417114258,236.54661560058594
120.25004959106445,240.5
124.59447860717773,240.5
128.9389305114746,240.5
133.2833366394043,240.5
137.62778854370117,240.5
141.97219467163086,240.5
146.31664657592773,240.5
150.66105270385742,240.5
153.08588409423828,237.76531982421875
154.5619888305664,233.6793670654297
156.03810501098633,229.59336853027344
157.51420974731445,225.50741577148438
158.99032592773438,221.42144012451172
160.4664306640625,217.33548736572266
161.94253540039062,213.2495346069336
163.41866302490234,209.16354751586914
164.89476776123047,205.07759475708008
166.3708839416504,200.99160766601562
167.84698867797852,196.90565490722656
169.32310485839844,192.8196563720703
170.79920959472656,188.73371505737305
172.27532577514648,184.6477279663086
173.7514305114746,180.56177520751953
175.22754669189453,176.47577667236328
176.70365142822266,172.38982391357422
178.17977905273438,168.30383682250977
179.6558837890625,164.2178955078125
181.13199996948242,160.13189697265625
182.60810470581055,156.0459442138672
184.08422088623047,151.95994567871094
185.5603256225586,147.87400436401367
187.03644180297852,143.78801727294922
188.51254653930664,139.70206451416016
189.98866271972656,135.6160659790039
191.4647674560547,131.53012466430664
192.9408950805664,127.44412612915039
194.41699981689453,123.35818481445312
195.89311599731445,119.27218627929688
197.36922073364258,115.18623352050781
198.8453254699707,111.10028648376465
200.32144165039062,107.0142936706543
201.79755783081055,102.92830657958984
203.27365112304688,98.84239959716797
204.7497673034668,94.75640678405762
206.22588348388672,90.67041397094727
206.68914031982422,91.70202445983887
206.49754333496094,96.04215621948242
206.30594635009766,100.38238525390625
206.11436080932617,104.72260856628418
205.9227638244629,109.06283187866211
205.7311668395996,113.40296363830566
205.53956985473633,117.7431869506836
205.34797286987305,122.08341598510742
205.15637588500977,126.42364501953125
204.96479034423828,130.7637710571289
204.773193359375,135.10400009155273
204.58159637451172,139.44422912597656
204.38999938964844,143.7844467163086
204.19840240478516,148.12458419799805
204.00680541992188,152.46481323242188
203.8152084350586,156.8050308227539
203.6236114501953,161.14525985717773
203.43202590942383,165.4853973388672
203.24042892456055,169.82561492919922
203.04883193969727,174.16584396362305
202.86530303955078,178.50607299804688
202.86530303955078,182.85052490234375
202.86530303955078,187.19497680664062
202.86530303955078,191.5394287109375
202.86530303955078,195.8837890625
202.86530303955078,200.22824096679688
202.86530303955078,204.57269287109375
202.86530303955078,208.91714477539062
202.86530303955078,213.26150512695312
202.86530303955078,217.60595703125
202.86530303955078,221.95040893554688
202.86530303955078,226.29486083984375
202.86530303955078,230.63922119140625
202.86530303955078,234.98367309570312
202.86530303955078,239.328125
206.03785705566406,240.5
210.38221740722656,240.5
214.72666931152344,240.5
219.0711212158203,240.5
223.4155731201172,240.5
227.7599334716797,240.5
232.10438537597656,240.5
236.44883728027344,240.5
240.79319763183594,240.5
245.1376495361328,240.5
249.4821014404297,240.5
249.8105010986328,236.48394775390625
249.8105010986328,232.13958740234375
249.8105010986328,227.79513549804688
249.8105010986328,223.45068359375
249.8105010986328,219.10623168945312
249.8105010986328,214.76187133789062
249.8105010986328,210.41741943359375
249.8105010986328,206.07296752929688
249.8105010986328,201.728515625
249.8105010986328,197.3841552734375
249.8105010986328,193.03970336914062
249.8105010986328,188.69525146484375
249.8105010986328,184.35079956054688
249.8105010986328,180.00643920898438
249.8105010986328,175.6619873046875
249.8105010986328,171.31753540039062
249.8105010986328,166.97308349609375
249.8105010986328,162.62872314453125
249.8105010986328,158.28427124023438
249.8105010986328,153.9398193359375
249.8105010986328,149.59536743164062
249.8105010986328,145.25100708007812
249.8105010986328,140.90655517578125
249.8105010986328,136.56210327148438
249.8105010986328,132.21774291992188
249.8105010986328,127.873291015625
249.8105010986328,123.52883911132812
249.8105010986328,119.18438720703125
249.8105010986328,114.84002685546875
249.8105010986328,110.49557495117188
249.8105010986328,106.151123046875
249.8105010986328,101.80667114257812
249.8105010986328,97.46231079101562
249.8105010986328,93.11785888671875
249.8105010986328,88.77340698242188
249.8105010986328,84.428955078125
249.8105010986328,80.0845947265625
249.8105010986328,75.74014282226562
249.8105010986328,71.39569091796875
249.8105010986328,67.05123901367188
249.8105010986328,62.706878662109375
249.8105010986328,58.3624267578125
249.8105010986328,54.017974853515625
249.8105010986328,49.67352294921875
249.8105010986328,45.32916259765625
249.8105010986328,40.984710693359375
249.8105010986328,36.6402587890625
249.8105010986328,32.295806884765625
249.8105010986328,27.951446533203125
249.19874572753906,24.21875
244.8542938232422,24.218751430511475
240.5099334716797,24.218751072883606
236.1654815673828,24.21875035762787
231.82102966308594,24.21875
227.47662353515625,24.218751430511475
223.13226318359375,24.218751072883606
218.78781127929688,24.218750715255737
214.443359375,24.21875035762787
210.09888458251953,24.21875
205.75447845458984,24.218751430511475
201.41002655029297,24.218751072883606
197.0655746459961,24.218750715255737
192.72112274169922,24.21875
189.3461456298828,25.585071563720703
187.91147994995117,29.68579864501953
186.47680282592773,33.78652572631836
185.0421371459961,37.88725280761719
183.60748291015625,41.98789978027344
182.1728057861328,46.088626861572266
180.73814010620117,50.189353942871094
179.30346298217773,54.29008102416992
177.8688201904297,58.39072799682617
176.43414306640625,62.491455078125
174.9994659423828,66.59218215942383
173.56482315063477,70.69281768798828
172.13014602661133,74.79354476928711
170.6954803466797,78.89427185058594
169.26080322265625,82.99500465393066
167.8261604309082,87.09564590454102
166.39148330688477,91.19637298583984
164.95680618286133,95.29710006713867
163.5221405029297,99.3978328704834
162.08748626708984,103.49847412109375
160.6528091430664,107.59920120239258
159.21814346313477,111.6999282836914
157.78346633911133,115.80065536499023
156.34882354736328,119.90129089355469
154.91414642333984,124.00202941894531
153.4794692993164,128.10275650024414
152.04480361938477,132.20348358154297
150.61016082763672,136.30413055419922
149.17548370361328,140.40484619140625
147.74080657958984,144.50558471679688
146.3061294555664,148.6063117980957
144.87148666381836,152.70694732666016
143.43680953979492,156.80767440795898
142.00214385986328,160.9084014892578
140.56748962402344,165.00904846191406
139.1328239440918,169.1097755432129
137.69814682006836,173.21050262451172
136.26346969604492,177.31122970581055
134.82884979248047,174.1245880126953
133.39416122436523,170.02386093139648
131.95947265625,165.92313385009766
130.52479553222656,161.82240676879883
129.09014129638672,157.72177124023438
127.65546417236328,153.62104415893555
126.22078704833984,149.52031707763672
124.78609848022461,145.4195899963379
123.35145568847656,141.31895446777344
121.91676712036133,137.2182273864746
120.48208999633789,133.11750030517578
119.04740142822266,129.01678466796875
117.61274719238281,124.9161376953125
116.17807006835938,120.81541061401367
114.74339294433594,116.71468353271484
113.3087043762207,112.61396217346191
111.87405586242676,108.51332664489746
110.43937301635742,104.41259956359863
109.00469589233398,100.3118724822998
107.57000732421875,96.21115112304688
106.1353588104248,92.11050987243652
104.70067596435547,88.0097827911377
103.26599311828613,83.90905570983887
101.83134460449219,79.80842018127441
100.39666175842285,75.70769309997559
98.96197891235352,71.60696601867676
97.52732467651367,67.5063247680664
96.09261322021484,63.40551471710205
94.6579647064209,59.30487632751465
93.22331047058105,55.2042350769043
91.78859901428223,51.10342502593994
90.35395050048828,47.00278663635254
88.91923904418945,42.901973724365234
87.48458480834961,38.80133390426636
86.04993629455566,34.700695514678955
84.61522483825684,30.599883317947388
83.18057060241699,26.499244213104248
80.45420455932617,24.218751430511475
76.10966110229492,24.218751072883606
71.76530075073242,24.218750715255737
67.42075729370117,24.21875035762787
63.07639694213867,24.21875
58.73193645477295,24.218751430511475
54.3873929977417,24.218751072883606
50.0430326461792,24.21875035762787
45.6986722946167,24.21875
335.0630111694336,25.098388671875
331.5983352661133,24.218753576278687
327.2539749145508,24.218753218650818
322.90943145751953,24.21875286102295
318.56507110595703,24.21875250339508
314.2205276489258,24.218752145767212
309.8761672973633,24.218751788139343
305.5318069458008,24.218751430511475
301.18726348876953,24.218751072883606
296.84290313720703,24.218750715255737
292.49854278564453,24.21875035762787
288.2656936645508,24.3304443359375
288.2656936645508,28.6748046875
288.2656936645508,33.01934814453125
288.2656936645508,37.36370849609375
288.2656936645508,41.70806884765625
288.2656936645508,46.0526123046875
288.2656936645508,50.39697265625
288.2656936645508,54.7413330078125
288.2656936645508,59.08587646484375
288.2656936645508,63.43023681640625
288.2656936645508,67.7747802734375
288.2656936645508,72.119140625
288.2656936645508,76.4635009765625
288.2656936645508,80.80804443359375
288.2656936645508,85.15240478515625
288.2656936645508,89.49676513671875
288.2656936645508,93.84130859375
288.2656936645508,98.1856689453125
288.2656936645508,102.530029296875
288.2656936645508,106.87457275390625
288.2656936645508,111.21893310546875
288.2656936645508,115.5634765625
288.2656936645508,119.9078369140625
288.2656936645508,124.252197265625
288.2656936645508,128.59674072265625
288.2656936645508,132.94110107421875
288.2656936645508,137.28546142578125
288.2656936645508,141.6300048828125
288.2656936645508,145.974365234375
288.2656936645508,150.31890869140625
288.2656936645508,154.66326904296875
288.2656936645508,159.00762939453125
288.2656936645508,163.3521728515625
288.2656936645508,167.696533203125
